Fecha;Carrera;Ciudad;Provincia;Tipo;Distancia;Web;Infantil
2019-01-01 00:00:00;Subida a Costiña de Canedo;Eiras Vedras;Ourense;Running;4 Km;https://deportes.depourense.es/;True
2019-01-04 00:00:00;"Legua de Navidad ""Las 4 Torres"" Paredes de Nava";Paredes de Nava;Palencia;Running;5,100 m;https://villadeparedes.blogspot.com.es/;False
2019-01-05 00:00:00;Carrera Popular de Zarandona;Zarandona;Murcia;Running;7,200 m;http://www.asuspuestos.com/;False
2019-01-05 00:00:00;Cursa Reis;Sant Julià de Cerdanyola;Barcelona;Running;5 Km;https://www.facebook.com/cursareis/;False
2019-01-05 00:00:00;Cursa Infantil de Reis;Palma de Mallorca;Illes Balears;Running;0,800 m;http://elitechip.net/;False
2019-01-05 00:00:00;La Cordera Reis Race 6km;Anglesola;Lleida;Running;6 Km;https://runedia.mundodeportivo.com/calendario-carreras/espana/cataluna/lerida/;False
2019-01-05 00:00:00;La Cordera Reis Race 3km;Anglesola;Lleida;Running;3 Km;https://runedia.mundodeportivo.com/calendario-carreras/espana/cataluna/lerida/;False
2019-01-05 00:00:00;La Cavalgada de Reyes -Cursa Solidària 5K de Cornellà;Cornellà de Llobregat;Barcelona;Running;5 Km;http://www.championchip.cat/web/;True
2019-01-05 00:00:00;Carrera Solidaria de Reyes 10k. KmsdeFelicidad By Euromaster;Madrid;Madrid;Running;10 Km;http://www.carreradereyes.com/;True
2019-01-05 00:00:00;Carrera Solidaria de Reyes 5k. KmsdeFelicidad By Euromaster;Madrid;Madrid;Running;5 Km;http://www.carreradereyes.com/;True
2019-01-05 00:00:00;Carrera de Reyes de Yuncler;Yuncler;Toledo;Running;8 Km;http://www.evedeport.es/;False
2019-01-05 00:00:00;Carrera Solidaria por el Niño 10k;San Javier;Murcia;Running;10 Km;http://www.lineadesalida.net/;False
2019-01-05 00:00:00;Carrera Solidaria de Reyes;Melgar de Fernamental;Burgos;Running;5 Km;http://www.melgardefernamental.es/;True
2019-01-05 00:00:00;Carrera Solidaria por el Niño 5k;San Javier;Murcia;Running;5 Km;http://www.lineadesalida.net/;False
2019-01-05 00:00:00;La Primera del Año;Orellana la Vieja;Badajoz;Running;5 Km;http://orellanarunners.blogspot.com.es/;False
2019-01-06 00:00:00;Carrera De Reyes El Campello;El Campello;Alicante;Running;6 Km;http://www.grupobrotons.es/;False
2019-01-06 00:00:00;Cross Popular de Reyes Tordesillas;Tordesillas;Valladolid;Cross;9,200 m;http://runvasport.es/;True
2019-01-06 00:00:00;Cross Internacional Zornotza;Amorebieta;Bizkaia;Cross;9,500 m;http://www.cdzornotza.eus/;False
2019-01-06 00:00:00;Volta a Peu a Xeraco 15k;Xeraco;Valencia;Running;15 Km;https://www.facebook.com/clubcorrerxeraco/;False
2019-01-06 00:00:00;Carrera -Caminata De Reyes El Campello;El Campello;Alicante;Running;3 Km;http://www.grupobrotons.es/;False
2019-01-06 00:00:00;Cross de Reyes Los Lirios;Logroño;La Rioja;Cross;11 Km;http://circuito.logronodeporte.es/;True
2019-01-06 00:00:00;Volta a Peu a Xeraco 7k;Xeraco;Valencia;Running;7 Km;https://www.facebook.com/clubcorrerxeraco/;False
2019-01-06 00:00:00;Carreira Popular Benéfica de Reis;Barreiros;Lugo;Running;12 Km;http://carreiraPopulardereis.jimdo.com/;False
2019-01-06 00:00:00;Cross de Reyes,Memorial Mosén Francisco;Zaragoza;Zaragoza;Cross;4,400 m;http://www.zaragozadeporte.com/;False
2019-01-06 00:00:00;Cross de Reyes ProSáhara;Puente La Reina;Navarra;Cross;5 Km;http://www.puentelareina-gares.es/inicio/;False
2019-01-06 00:00:00;Maratón del Pavo Espera;Espera;Cádiz;Running;11 Km;http://www.webespera.es/;False
2019-01-06 00:00:00;Marxa Popular de Reis;Massanes - La Selva;Girona;Running;12 Km;http://www.selva.cat/esports/;True
2019-01-06 00:00:00;Cross de Reyes de Peralta;Peralta;Navarra;Cross;5 Km;http://www.peraltatletico.com/;False
2019-01-06 00:00:00;Volta a Peu a Xeraco Gran Fons Manolo Pardo 7k;Xeraco;Valencia;Running;7 Km;https://www.facebook.com/clubcorrerxeraco/;True
2019-01-06 00:00:00;Carrera Solidaria Paseo por el Patrimonio Ilurquense;Íllora;Granada;Running;6 Km;http://www.cruzandolameta.es/;False
2019-01-06 00:00:00;Carrera del Roscón;Paradinas de San Juan;Salamanca;Running;10 Km;https://www.facebook.com/CarreraRoscon;True
2019-01-06 00:00:00;Mitja Marató S´Alqueria Blanca;Alqueria Blanca;Illes Balears;Running;21,097 m;http://elitechip.net/;False
2019-01-06 00:00:00;Quart de Marató S´Alqueria Blanca;Alqueria Blanca;Illes Balears;Running;10,548 m;http://elitechip.net/;False
2019-01-06 00:00:00;San Silvestre Villenera;Villena;Alicante;Running;5,500 m;http://promesasvillena.es/;False
2019-01-06 00:00:00;Carrera Popular de Reyes San Fulgencio;San Fulgencio;Alicante;Running;5 Km;http://www.chiplevante.com/chiplevante.asp;False
2019-01-06 00:00:00;The Magi Run 11k;Caraquiz;Guadalajara;Running;11 Km;https://arelgosports.com/;True
2019-01-06 00:00:00;Reis Race a Igualada 10K;Igualada;Barcelona;Running;10 Km;http://www.reisrace.cat/;True
2019-01-06 00:00:00;The Magi Run 6k;Caraquiz;Guadalajara;Running;6 Km;https://arelgosports.com/;True
2019-01-06 00:00:00;Reis Race a Igualada 5K;Igualada;Barcelona;Running;5 Km;http://www.reisrace.cat/;True
2019-01-06 00:00:00;Carrera del Roscón Polop de la Marina;Polop de la Marina;Alicante;Running;7 Km;https://www.mychip.es/;False
2019-01-07 00:00:00;Cross de Reyes de Larraga;Larraga;Navarra;Cross;7,200 m;https://www.facebook.com/crossdereyesdelarraga/;False
2019-01-07 00:00:00;Cross del Roscón San Fernando de Henares;San Fernando de Henares;Madrid;Cross;4,600 m;http://clubatletismosanfernando.blogspot.com.es/;True
2019-01-07 00:00:00;Villabalter Haga como Haga. Ruta Larga;Villabalter;León;Ciclismo;52 Km;http://racetime.es/;True
2019-01-07 00:00:00;Villabalter Haga como Haga. Ruta Corta;Villabalter;León;Ciclismo;26 Km;http://racetime.es/;True
2019-01-12 00:00:00;Marcha BTT Villa de Rueda;Rueda;Valladolid;Ciclismo;50 Km;http://runvasport.es/;True
2019-01-12 00:00:00;Carreira Nocturna Solidaria Concello de Vedra;Vedra;A Coruña;Running;6,500 m;http://vedrasolidario.galitiming.com/;False
2019-01-12 00:00:00;10k Evasión Benicàssim;Benicassim;Castellón;Running;10 Km;http://www.evasionrunningcastellon.com/;False
2019-01-12 00:00:00;Carreira Nocturna Solidaria Concello de Vedra Andaina;Vedra;A Coruña;Running;5 Km;http://vedrasolidario.galitiming.com/;False
2019-01-12 00:00:00;Carrera Nocturna San Antonio Abad;Trigueros;Huelva;Running;10 Km;http://www.caconistorsis.blogspot.com.es/;True
2019-01-12 00:00:00;Legua Urbana Nocturna La Bellota;Baños de la Encina;Jaén;Running;4,700 m;http://www.deportime.com/;False
2019-01-12 00:00:00;Sa Llegó Solidaria;Sa Pobla;Illes Balears;Running;7,780 m;http://elitechip.net/;False
2019-01-12 00:00:00;Carrera de Navidad de Arucas;Arucas;Las Palmas;Running;5 Km;http://carucat.es/;False
2019-01-12 00:00:00;Campo a Través Camping Caravaning Cuenca;Cuenca;Cuenca;Cross;4,500 m;http://www.cronomancha.com/;False
2019-01-12 00:00:00;Carrera Popular Barrio de San Antonio Abad;Albacete;Albacete;Running;6 Km;http://www.dipualba.es/carrerasPopulares/#;True
2019-01-12 00:00:00;Circuito Provincial Campo a Través Sevilla. Villaverde del Río;Villaverde del Río;Sevilla;Cross;8 Km;http://www.fedatletismoandaluz.net/;False
2019-01-12 00:00:00;Carrera de la Rosca;Zamora;Zamora;Running;5 Km;http://delatza.es/;False
2019-01-12 00:00:00;Cross Universitario Universidad Uned Masculino;Madrid;Madrid;Cross;7,500 m;http://www.crossuniversitariomadrid.com/;True
2019-01-12 00:00:00;Cross Universitario Universidad Uned Femenino;Madrid;Madrid;Cross;5 Km;http://www.crossuniversitariomadrid.com/;True
2019-01-12 00:00:00;Night´s Murcia Running 10k;Murcia;Murcia;Running;10 Km;http://www.murciaseries.com/;False
2019-01-12 00:00:00;Night´s Murcia Running 5k;Murcia;Murcia;Running;5 Km;http://www.murciaseries.com/;False
2019-01-12 00:00:00;Cross de Valdelacasa;Alcobendas;Madrid;Cross;8,400 m;http://www.crosseries.es/;True
2019-01-13 00:00:00;Duatlón Cross de Zújar;Zújar;Granada;Duatlón;31 Km;http://www.global-tempo.com/;True
2019-01-13 00:00:00;Mitja Marató De Sitges;Sitges;Barcelona;Running;21,097 m;http://www.mitjasitges.cat/;True
2019-01-13 00:00:00;Quart de Marató De Sitges;Sitges;Barcelona;Running;10 Km;http://www.mitjasitges.cat/;True
2019-01-13 00:00:00;Transcandamia;Valdefresno;León;Trail;19 Km;http://www.transcandamia.com/;True
2019-01-13 00:00:00;Ruta do Cocido BTT Noceda Larga;Trasmirás;Ourense;Ciclismo;50 Km;http://bttnocelo.blogspot.com/;True
2019-01-13 00:00:00;Carrera Popular Ruta De Carlos III-Ciudad Del Sol- Ecija;Écija;Sevilla;Running;26 Km;http://rutacarlosiii.ecija.es/;True
2019-01-13 00:00:00;Ruta do Cocido BTT Noceda Corta;Trasmirás;Ourense;Ciclismo;40 Km;http://bttnocelo.blogspot.com/;True
2019-01-13 00:00:00;10K Valencia Ibercaja;Valencia;Valencia;Running;10 Km;http://10kvalencia.com/;False
2019-01-13 00:00:00;Cursa Mitja Marató de Muntanya de l’Albera;Llançà;Girona;Trail;23,220 m;https://mitjamaratodelalbera.wordpress.com/;True
2019-01-13 00:00:00;Carrera Popular Yeste;Yeste;Albacete;Running;10 Km;http://www.dipualba.es/carrerasPopulares/#;True
2019-01-13 00:00:00;Canicross Casalareina Liga La Rioja;Casalareina;La Rioja;Cross;7,100 m;https://canicrossrioja.es/es/;False
2019-01-13 00:00:00;Canicross Casalareina Popular Liga La Rioja;Casalareina;La Rioja;Cross;2 Km;https://canicrossrioja.es/es/;False
2019-01-13 00:00:00;"Medio Maratón “Ciudad De Ayamonte""";Ayamonte;Huelva;Running;21,097 m;http://www.ayamonte.es/opencms/opencms/ayamonte;True
2019-01-13 00:00:00;Trail Los Zoquetes 25k;Alcorisa;Teruel;Trail;25 Km;https://www.facebook.com/Trail-Zoquetes-892292967494040/;True
2019-01-13 00:00:00;Cross Tudela de Duero;Tudela de Duero;Valladolid;Cross;8 Km;http://runvasport.es/;False
2019-01-13 00:00:00;Trail Los Zoquetes 10k;Alcorisa;Teruel;Trail;9,600 m;https://www.facebook.com/Trail-Zoquetes-892292967494040/;True
2019-01-13 00:00:00;Lemon Trail 21k;Santomera;Murcia;Running;21 Km;http://www.famu.es/;True
2019-01-13 00:00:00;Cross Solidario Triatletas Roteños;Rota;Cádiz;Cross;9 Km;http://cronofinisher.com/;True
2019-01-13 00:00:00;Lemon Trail 11k;Santomera;Murcia;Running;11 Km;http://www.famu.es/;True
2019-01-13 00:00:00;Carrerra Pilar Marianistas Jérez;Jérez de la Frontera;Cádiz;Running;10 Km;http://cronofinisher.com/;True
2019-01-13 00:00:00;Trail Ciudad de Zafra “Ramirez Health Club” 15k;Zafra;Badajoz;Trail;15 Km;http://infinitychip.es/;True
2019-01-13 00:00:00;Cross Ciudad De Haro;Haro;La Rioja;Cross;11 Km;http://www.adharo.es/;True
2019-01-13 00:00:00;Araitz-Beteluko Krossa;Betelu;Navarra;Running;7,700 m;http://www.kirolmank.eus/index.php/eu/;True
2019-01-13 00:00:00;KM Vertical Gandía. Marcha a Pie.;Gandía;Valencia;Trail;16,150 m;http://kmverticalgandia.com/;True
2019-01-13 00:00:00;Trail El Empecinado;Alcalá de Henares;Madrid;Trail;25 Km;http://www.complutumtriatlon.org/duxpah.php;True
2019-01-13 00:00:00;Carrera de Montaña Alicún;Alicún;Almería;Trail;11,150 m;http://www.aqueatacamos.com/alicun/;False
2019-01-13 00:00:00;Carrera Popular Villa de AlhaurÍn de la Torre;Alhaurín de la Torre;Málaga;Running;6,500 m;http://cpymmat.blogspot.com.es/;False
2019-01-13 00:00:00;Carrera Popular Villa de Muel;Muel;Zaragoza;Running;6 Km;http://www.carrerapopularmuel.com/;False
2019-01-13 00:00:00;Carrera Popular Virgen de las Angustias;Ayamonte;Huelva;Running;10 Km;http://clubatletismoayamonte.es/;False
2019-01-13 00:00:00;Cross de San Sebastián La Almunia. Masculino;La Almunia de Doña Godina;Zaragoza;Cross;8 Km;http://atletismolaalmunia.blogspot.com.es/;False
2019-01-13 00:00:00;Circuit MTB Valencia. Marines;Marines;Valencia;Ciclismo;36,780 m;http://www.dorsal1.es/;True
2019-01-13 00:00:00;Media Maratón Villa de Alhaurin de la Torre;Alhaurín de la Torre;Málaga;Running;21,097 m;http://cpymmat.blogspot.com.es/;False
2019-01-13 00:00:00;Cross de San Sebastián La Almunia. Femenino;La Almunia de Doña Godina;Zaragoza;Cross;6 Km;http://atletismolaalmunia.blogspot.com.es/;False
2019-01-13 00:00:00;Trail Los Zoquetes 15k;Alcorisa;Teruel;Trail;15 Km;https://www.facebook.com/Trail-Zoquetes-892292967494040/;True
2019-01-13 00:00:00;Trail Ciudad de Zafra “Ramirez Health Club” 28k;Zafra;Badajoz;Trail;28 Km;http://infinitychip.es/;True
2019-01-13 00:00:00;Pujada als Dipòsits;Vilanova del Camí - Anoia;Barcelona;Running;3,500 m;http://www.vilanovadelcami.cat/;True
2019-01-13 00:00:00;Carrera de Montaña Alicún - Senderismo;Alicún;Almería;Trail;5 Km;http://www.aqueatacamos.com/alicun/;False
2019-01-13 00:00:00;Carrera Popular Casas de Juan Nuñez;Casas de Juan Nuñez;Albacete;Running;10 Km;http://www.atletaspopulares.es/;True
2019-01-13 00:00:00;Cursa de Muntanya Dos Turons Curta;Moià;Barcelona;Trail;9 Km;http://www.gemimoia.cat/;False
2019-01-13 00:00:00;Cinc Cims Corberá de Llobregat 27k;Corberá de Llobregat;Barcelona;Trail;27 Km;http://www.cinccims.cat/;True
2019-01-13 00:00:00;Cursa de Muntanya Dos Turons Canicross;Moià;Barcelona;Cross;10,700 m;http://www.gemimoia.cat/;False
2019-01-13 00:00:00;Trail Vista Alegre Sierra Gorda Largo;Cartagena;Murcia;Trail;16,500 m;http://www.lineadesalida.net/;True
2019-01-13 00:00:00;Trail Vista Alegre Sierra Gorda Corto;Cartagena;Murcia;Trail;5 Km;http://www.lineadesalida.net/;True
2019-01-13 00:00:00;"Carrera Solidaria ""La Geoda"" Trail";Pulpí;Almería;Trail;14 Km;http://www.asuspuestos.com/;True
2019-01-13 00:00:00;"Carrera Solidaria ""La Geoda"" MTB";Pulpí;Almería;Ciclismo;50 Km;http://www.asuspuestos.com/;True
2019-01-13 00:00:00;Ultra Fondo 6 Horas Valencia_Loriguilla;Loriguilla;Valencia;Running;1 Km;https://www.facebook.com/KikeMoret/?ref=ts&fref=ts;True
2019-01-13 00:00:00;"Carrera Solidaria ""La Geoda"" Senderismo R.Larga";Pulpí;Almería;Trail;21 Km;http://www.asuspuestos.com/;True
2019-01-13 00:00:00;Cursa Solidaria Gata de Gorgos;Gata de Gorgos;Alicante;Running;5,500 m;http://www.somesport.com/;True
2019-01-13 00:00:00;"Carrera Solidaria ""La Geoda"" Senderismo R.Corta";Pulpí;Almería;Trail;10 Km;http://www.asuspuestos.com/;True
2019-01-13 00:00:00;Trail - Urbana Villaluenga del Rosario;Villaluenga del Rosario;Cádiz;Trail;16 Km;https://sportmaniacs.com/es/services/inscription/viii-trail-urbana-villaluenga;True
2019-01-13 00:00:00;Trail - Senderistas Villaluenga del Rosario;Villaluenga del Rosario;Cádiz;Trail;16 Km;https://sportmaniacs.com/es/services/inscription/viii-trail-urbana-villaluenga;True
2019-01-13 00:00:00;Crematorrons de Breda 12k;Breda;Girona;Trail;12 Km;https://www.facebook.com/pbbreda/;True
2019-01-13 00:00:00;Media Maratón Cross La Puebla del Río;La Puebla del Río;Sevilla;Cross;21,097 m;http://atletismopuebla.blogspot.com.es/;True
2019-01-13 00:00:00;Lanjarón Cañón Trail;Lanjarón;Granada;Trail;19,500 m;http://www.cruzandolameta.es/;True
2019-01-13 00:00:00;Lanjarón Cañón Trail Mini;Lanjarón;Granada;Trail;12,500 m;http://www.cruzandolameta.es/;True
2019-01-13 00:00:00;Cross Nacional Comarca de los Pedroches;Villanueva de Córdoba;Córdoba;Cross;8 Km;http://www.villanuevadecordoba.com/deportes/;True
2019-01-13 00:00:00;Crematorrons de Breda 22k;Breda;Girona;Trail;22 Km;https://www.facebook.com/pbbreda/;True
2019-01-13 00:00:00;Duatlón Circuito de Cheste;Circuito Ricardo Tormo;Valencia;Duatlón;28,200 m;http://www.duatlocircuitcheste.com/;False
2019-01-13 00:00:00;Marxa Nadalenca, d´Olot;Olot;Girona;Running;7,500 m;http://marxanadalenca.blogspot.com.es/;False
2019-01-13 00:00:00;Carrera Popular de San Antón -Marcha;Cuerva;Toledo;Running;4 Km;http://www.deporchip.com/;False
2019-01-13 00:00:00;Marcha atlética Villa de Los Molinos;Campo de Criptana;Ciudad Real;Running;10 Km;https://www.campodecriptana.es/;True
2019-01-13 00:00:00;Marcha Cicloturista Charroad;Vecinos;Salamanca;Ciclismo;105 Km;http://vecinos.es/;False
2019-01-13 00:00:00;Volta a la Marina - Xaló;Xaló;Alicante;Ciclismo;68 Km;http://www.voltalamarina.com/;True
2019-01-13 00:00:00;Trofeo Páris 10k;Madrid;Madrid;Running;10 Km;http://www.elatleta.com/index.php/trofeo-paris/;False
2019-01-13 00:00:00;5 Km Trofeo Páris;Madrid;Madrid;Running;5 Km;http://www.elatleta.com/index.php/trofeo-paris/;False
2019-01-13 00:00:00;Carrera Renault Del Aljarafe;Aljarafe;Sevilla;Running;13 Km;http://www.corredorespopulares.es/index.html;False
2019-01-13 00:00:00;Trail dos Penedos 25k;Salceda de Caselas;Pontevedra;Trail;25 Km;http://carnavalcastrobarreiro.com/;True
2019-01-13 00:00:00;Trail dos Penedos Mini;Salceda de Caselas;Pontevedra;Trail;15 Km;http://carnavalcastrobarreiro.com/;True
2019-01-13 00:00:00;Vertical Calzadas de Mazo;Villa de Mazo;Santa Cruz Tenerife;Trail;7 Km;https://www.facebook.com/verticalcalzadasdemazo/;True
2019-01-13 00:00:00;Cross los Llanos del Nacimiento;Coín;Málaga;Cross;8 Km;http://www.malaga.es/deportes/;False
2019-01-13 00:00:00;Carrera Popular San Sebastián 10k;Torrejón de la Calzada;Madrid;Running;10 Km;http://www.comunabike.com/;False
2019-01-13 00:00:00;10k Rotary Club Elche;Elche;Alicante;Running;10 Km;http://www.10krotary.com/;True
2019-01-13 00:00:00;KM Vertical Gandía;Gandía;Valencia;Trail;17,250 m;http://kmverticalgandia.com/;True
2019-01-13 00:00:00;Cros Vila de Ripollet;Ripollet;Barcelona;Cross;7,700 m;http://www.pame-ripollet.org/;False
2019-01-13 00:00:00;MTB Challenge Rally de Robledo;Robledo de Chavela;Madrid;Ciclismo;52 Km;http://www.mtbchallenge.es/;True
2019-01-13 00:00:00;Cursa del Sant Tornem-hi - 10km;Guissona;Lleida;Running;10 Km;http://www.guissona.cat/fitxers/dni/bases-cursa-sant-tornem-hi/view;False
2019-01-13 00:00:00;Cursa del Sant Tornem-hi - 5km;Guissona;Lleida;Running;5 Km;http://www.guissona.cat/fitxers/dni/bases-cursa-sant-tornem-hi/view;False
2019-01-13 00:00:00;Picaio CiM Trail;Puçol;Valencia;Trail;23 Km;https://www.facebook.com/picaiocimtrail/;True
2019-01-13 00:00:00;Volta a Peu Palmera;Palmera;Valencia;Running;8 Km;http://circuitsaforvalldigna.com/;False
2019-01-13 00:00:00;Picaio CiM Trail Sprint;Puçol;Valencia;Trail;14 Km;https://www.facebook.com/picaiocimtrail/;True
2019-01-13 00:00:00;Cursa de 10k de Mitja Marató de Muntanya de l’Albera;Llançà;Girona;Trail;10 Km;https://mitjamaratodelalbera.wordpress.com/;True
2019-01-13 00:00:00;Cursa de Muntanya Torreblanca;Torreblanca;Castellón;Trail;16,500 m;https://www.facebook.com/cemsaltaribes.detorreblanca/;True
2019-01-13 00:00:00;Trail del Serrucho;Alalpardo;Madrid;Trail;24 Km;http://www.alalpardorunning.es/;True
2019-01-13 00:00:00;Araitz Beteluko Krosa;Betelu;Navarra;Running;7,700 m;http://www.kirolprobak.com/home.php;True
2019-01-13 00:00:00;Desafío X Trail de Trillo. Largo;Trillo;Guadalajara;Trail;42 Km;http://montanayaventura.es/desafio-x-trail-running/;False
2019-01-13 00:00:00;Chanajiga Trail Largo;Los Realejos;Santa Cruz Tenerife;Trail;22 Km;http://www.urbanrunn.es/;True
2019-01-13 00:00:00;Desafío X Trail de Trillo. Medio;Trillo;Guadalajara;Trail;18 Km;http://montanayaventura.es/desafio-x-trail-running/;False
2019-01-13 00:00:00;Chanajiga Trail Corto;Los Realejos;Santa Cruz Tenerife;Trail;12 Km;http://www.urbanrunn.es/;True
2019-01-13 00:00:00;Carrera y Marcha contra el Cáncer de Mama de Alicante 4k;Alicante;Alicante;Running;4 Km;http://www.sportrun.es/;False
2019-01-13 00:00:00;Cross Cabrerizos. Liga Cross Cabrerizos;Cabrerizos;Salamanca;Cross;7,500 m;http://www.atletasveteranossalamanca.com/;True
2019-01-13 00:00:00;Milla Valencia 2019;Valencia;Valencia;Running;1,609 m;http://10kvalencia.com/;False
2019-01-13 00:00:00;Carrera Popular Numancia de la Sagra 10k;Numancia de la Sagra;Toledo;Running;10 Km;https://www.facebook.com/a.d.sagra2016/;False
2019-01-13 00:00:00;Carrera Popular Numancia de la Sagra 5k;Numancia de la Sagra;Toledo;Running;5 Km;https://www.facebook.com/a.d.sagra2016/;False
2019-01-13 00:00:00;Carreira Popular San Xiao;Ferrol;A Coruña;Running;10 Km;http://www.carreirasgalegas.com/;False
2019-01-13 00:00:00;Carreira Popular Concello de Castro de Rei;Castro de Rei;Lugo;Running;14 Km;http://www.carreirasgalegas.com/;False
2019-01-13 00:00:00;Duatlón Cros de Reis;Vimianzo;A Coruña;Duatlón;30 Km;http://vimianzo.gal/;True
2019-01-13 00:00:00;Sant Miquel Xperience Sant Feliu de Codines;Sant Feliu de Codines;Barcelona;Running;14 Km;https://cnaesfc.wixsite.com/smxp;True
2019-01-13 00:00:00;Sant Miquel Xperience Sant Feliu de Codines Mini;Sant Feliu de Codines;Barcelona;Running;3,200 m;https://cnaesfc.wixsite.com/smxp;False
2019-01-13 00:00:00;Gran Premio Cross de Moratalaz;Madrid;Madrid;Cross;10 Km;http://www.aamoratalaz.com/;True
2019-01-13 00:00:00;Carrera y Marcha contra el Cáncer de Mama de Alicante 8k;Alicante;Alicante;Running;8 Km;http://www.sportrun.es/;False
2019-01-13 00:00:00;Cross Félix Hernando - 7,5km;Burgos;Burgos;Cross;7,500 m;https://clubcapiscol.wordpress.com/el-felix-hernando/;False
2019-01-13 00:00:00;Duatló de Carretera SBR Mataró;Mataró;Barcelona;Duatlón;27,500 m;http://www.triatlo.org/;True
2019-01-13 00:00:00;Cross Félix Hernando - 4,5km;Burgos;Burgos;Cross;4,500 m;https://clubcapiscol.wordpress.com/el-felix-hernando/;False
2019-01-13 00:00:00;MTB Barrio de San Antón Jumilla Largo;Jumilla;Murcia;Ciclismo;46 Km;http://www.intercrono.es/;True
2019-01-13 00:00:00;Cross Añu Nuevu - Sariegu;La Vega de Sariego;Asturias;Cross;7 Km;http://carreraspopularesasturias.com/;True
2019-01-13 00:00:00;Carrera Popular Malpica de Tajo. 8k;Malpica de Tajo;Toledo;Running;8,500 m;http://www.deporchip.com/;False
2019-01-13 00:00:00;MTB Barrio de San Antón Jumilla Corto;Jumilla;Murcia;Ciclismo;26 Km;http://www.intercrono.es/;True
2019-01-13 00:00:00;Volta a Peu pels Aljubs;Benicarló;Castellón;Trail;19 Km;http://www.hj-crono.es/;True
2019-01-13 00:00:00;Cursa 20km Mar i Murtra;Blanes;Girona;Trail;20 Km;http://www.fondistesblanes.cat/;True
2019-01-13 00:00:00;Cursa 10km Mar i Murtra;Blanes;Girona;Trail;10 Km;http://www.fondistesblanes.cat/;True
2019-01-13 00:00:00;Cursa de Muntanya Dos Turons;Moià;Barcelona;Trail;21 Km;http://www.gemimoia.cat/;False
2019-01-13 00:00:00;Carrera Popular de San Antón;Cuerva;Toledo;Running;6,500 m;http://www.deporchip.com/;False
2019-01-13 00:00:00;Carrera Popular Malpica de Tajo. 4k;Malpica de Tajo;Toledo;Running;4,200 m;http://www.deporchip.com/;True
2019-01-13 00:00:00;BTT San Antón Puerto Lápice;Puerto Lápice;Ciudad Real;Ciclismo;36,500 m;http://www.cronomancha.com/;True
2019-01-13 00:00:00;Carrera Trail de Yeste;Yeste;Albacete;Trail;18,900 m;http://www.atletaspopulares.es/;True
2019-01-13 00:00:00;Cinc Cims Corberá de Llobregat 10k;Corberá de Llobregat;Barcelona;Trail;10 Km;http://www.cinccims.cat/;True
2019-01-13 00:00:00;Desafío X Trail de Trillo. Marcha Senderista;Trillo;Guadalajara;Trail;13 Km;http://montanayaventura.es/desafio-x-trail-running/;False
2019-01-13 00:00:00;Almedia Trail CTM 24k;Callosa d´en Sarriá;Alicante;Trail;24 Km;https://www.mychip.es/;False
2019-01-13 00:00:00;Subida a O Castro;Vigo;Pontevedra;Running;3 Km;https://championchipnorte.com/;False
2019-01-13 00:00:00;Crema-Torrons de Miami Platja 10k;Mont-Roig del Camp;Tarragona;Running;10 Km;http://www.naturetime.es/;False
2019-01-13 00:00:00;Cross Puerto Lumbreras. Liga Cross Región de Murcia;Puerto Lumbreras;Murcia;Cross;9,100 m;http://www.famu.es/;False
2019-01-13 00:00:00;Carreira Popular Matogrande;A Coruña;A Coruña;Running;7,200 m;http://www.coruna.gal/carreraspopulares/es/corunacorre;False
2019-01-13 00:00:00;Crema-Torrons de Miami Platja 5k;Mont-Roig del Camp;Tarragona;Running;5 Km;http://www.naturetime.es/;False
2019-01-13 00:00:00;Cross Pinar Público La Barrosa;Chiclana de la Frontera;Cádiz;Cross;8 Km;http://www.deporteschiclana.es/;False
2019-01-13 00:00:00;Cross de Riudellots de la Selva;Riudellots de la Selva;Girona;Cross;5 Km;http://www.selva.cat/esports/;False
2019-01-13 00:00:00;Trail Valencia Cajamar Ontinyent;Ontinyent;Valencia;Trail;22,300 m;http://trailvalencia.es/;True
2019-01-13 00:00:00;Trail Valencia Cajamar  Ontinyent Sprint;Ontinyent;Valencia;Trail;11,300 m;http://trailvalencia.es/;True
2019-01-13 00:00:00;Cross de Navidad Recicla y Respira;Coslada;Madrid;Cross;6,700 m;http://www.unionatleticacoslada.com/;False
2019-01-13 00:00:00;Carrera Popular San Sebastián 5k;Torrejón de la Calzada;Madrid;Running;5 Km;http://www.comunabike.com/;False
2019-01-13 00:00:00;Media Maratón Renault Del Aljarafe;Aljarafe;Sevilla;Running;21,097 m;http://www.corredorespopulares.es/index.html;False
2019-01-13 00:00:00;Cross Internacional Juan Muguerza Masculino;Elgoibar;Gipuzkoa;Cross;10,796 m;http://www.mintxeta.com/;False
2019-01-13 00:00:00;Cross Internacional Juan Muguerza Femenino;Elgoibar;Gipuzkoa;Cross;7,621 m;http://www.mintxeta.com/;False
2019-01-13 00:00:00;Los 10.000 de Pueblonuevo;Pueblonuevo del Guadiana;Badajoz;Running;10 Km;http://10000depueblonuevo.blogspot.com.es/;False
2019-01-13 00:00:00;Castañeru Redes Trail;Sobrescobio;Asturias;Trail;11 Km;http://www.empa-t.com/;True
2019-01-13 00:00:00;Carrera Ciclista del Cochinillo;Huércal-Overa;Almería;Ciclismo;60 Km;http://cronomur.es/;False
